,PS_F,PS_C,Vainqueur,Prediction,Proba_Challenger,Proba_Favori
13050,1.446,3.04,favori,favori,0.32958569990135866,0.6704143000986413
13051,1.248,4.63,favori,favori,0.12690004437708513,0.8730999556229149
13052,1.287,4.18,favori,favori,0.34861892586029863,0.6513810741397014
13053,1.493,2.83,favori,favori,0.179372103869466,0.820627896130534
13054,2.37,1.68,challenger,favori,0.15058056794412855,0.8494194320558714
13055,1.426,3.15,challenger,favori,0.159771393618794,0.840228606381206
13056,2.73,1.535,challenger,favori,0.1846081305827474,0.8153918694172526
13057,1.741,2.25,favori,favori,0.39897142372266603,0.601028576277334
13058,1.069,12.9,favori,favori,0.48990274997497807,0.5100972500250219
13059,1.087,10.5,favori,favori,0.2334525308731321,0.7665474691268679
13060,1.5619999999999998,2.68,favori,challenger,0.5509365114451468,0.44906348855485323
13061,1.3969999999999998,3.32,challenger,favori,0.184597635497609,0.815402364502391
13062,2.04,1.862,favori,favori,0.37600138224536417,0.6239986177546358
13063,1.402,3.29,favori,favori,0.27528354316929005,0.72471645683071
13064,1.139,7.42,challenger,favori,0.4190594815242752,0.5809405184757248
13065,1.4980000000000002,2.81,favori,favori,0.44849314298364207,0.5515068570163579
13066,1.391,3.36,favori,favori,0.364217985905977,0.635782014094023
13067,1.239,4.78,favori,favori,0.3299160403513922,0.6700839596486078
13068,2.64,1.575,challenger,favori,0.47569150478030353,0.5243084952196965
13069,2.2,1.769,challenger,favori,0.2609154210196686,0.7390845789803314
13070,1.6369999999999998,2.47,favori,favori,0.3326252081044564,0.6673747918955436
13071,1.4369999999999998,3.09,favori,favori,0.409064145903716,0.590935854096284
13072,1.6130000000000002,2.53,favori,favori,0.3350154082127048,0.6649845917872952
13073,1.252,4.52,favori,favori,0.47032880147165157,0.5296711985283484
13074,2.48,1.633,favori,favori,0.3031109072010685,0.6968890927989315
13075,1.662,2.41,challenger,favori,0.3315726391158559,0.6684273608841441
13076,2.59,1.592,challenger,favori,0.4229029293159742,0.5770970706840258
13077,1.187,5.85,favori,favori,0.4739212303530995,0.5260787696469005
13078,3.5,1.37,challenger,favori,0.4362029157545724,0.5637970842454276
13079,1.366,3.53,favori,challenger,0.6474215574055596,0.3525784425944404
13080,1.3130000000000002,3.89,challenger,challenger,0.7122805733900088,0.28771942660999117
13081,2.33,1.699,challenger,favori,0.41305959313953744,0.5869404068604626
13082,1.4269999999999998,3.14,favori,favori,0.4857788871714859,0.5142211128285141
13083,1.251,4.59,favori,favori,0.3645450561971123,0.6354549438028877
13084,1.181,5.96,favori,challenger,0.5230887015712978,0.47691129842870217
13085,1.433,3.11,challenger,favori,0.22855892397460364,0.7714410760253964
13086,1.2819999999999998,4.2,favori,favori,0.2057323037957156,0.7942676962042844
13087,1.195,5.72,favori,favori,0.24463734644617996,0.75536265355382
13088,1.709,2.31,challenger,favori,0.2116405812961185,0.7883594187038815
13089,1.362,3.56,favori,favori,0.2821200092237355,0.7178799907762645
13092,1.369,3.51,favori,favori,0.28973015223213583,0.7102698477678642
13093,1.575,2.64,challenger,favori,0.4820091729558731,0.5179908270441269
13095,1.556,2.7,favori,challenger,0.5998602543563709,0.40013974564362914
13096,1.3219999999999998,3.91,favori,favori,0.30229687442394404,0.697703125576056
13097,2.62,1.581,challenger,favori,0.2858489482490528,0.7141510517509472
13098,2.72,1.5490000000000002,challenger,favori,0.2766823062824746,0.7233176937175254
13099,1.84,2.09,challenger,favori,0.12861310516940783,0.8713868948305922
13100,1.2,5.45,favori,favori,0.11488294540997301,0.885117054590027
13101,1.25,4.6,favori,favori,0.28832467287606856,0.7116753271239314
13103,2.18,1.781,challenger,favori,0.1791836053235938,0.8208163946764062
13107,2.41,1.662,favori,challenger,0.5736432651380048,0.42635673486199527
13108,1.685,2.36,favori,favori,0.09490422091479889,0.9050957790852011
13109,1.357,3.55,favori,favori,0.24197756114666624,0.7580224388533338
13110,1.118,8.7,favori,favori,0.4716825090697353,0.5283174909302647
13111,1.6130000000000002,2.53,favori,favori,0.3546392330499357,0.6453607669500643
13114,1.376,3.46,favori,favori,0.16305288140700613,0.8369471185929939
13115,2.36,1.685,challenger,favori,0.3560373847091468,0.6439626152908532
13118,1.328,3.75,favori,favori,0.3495561269052233,0.6504438730947767
13119,1.208,5.35,favori,favori,0.32615075560319007,0.6738492443968099
13121,1.463,2.96,challenger,favori,0.36146122830999894,0.6385387716900011
13122,2.81,1.4980000000000002,challenger,favori,0.3471156313278354,0.6528843686721646
13123,1.039,21.75,favori,challenger,0.6221526968483955,0.3778473031516045
13124,2.4,1.6669999999999998,favori,favori,0.14397921023378601,0.856020789766214
13125,2.67,1.565,challenger,favori,0.3313728308141086,0.6686271691858914
13126,1.365,3.54,challenger,favori,0.19112488360489155,0.8088751163951085
13127,1.654,2.43,challenger,favori,0.4699322313591834,0.5300677686408166
13128,2.56,1.602,challenger,favori,0.3045974190176338,0.6954025809823662
13129,1.106,8.91,favori,favori,0.398866741476652,0.601133258523348
13130,2.77,1.535,favori,favori,0.27112777521040043,0.7288722247895996
13131,1.556,2.7,favori,favori,0.2454669437590259,0.7545330562409741
13132,1.571,2.65,favori,favori,0.1984994848085756,0.8015005151914244
13133,1.3969999999999998,3.32,favori,favori,0.3229399012884445,0.6770600987115555
13134,1.238,4.8,favori,favori,0.3454765303273958,0.6545234696726042
13135,1.368,3.52,challenger,favori,0.21715734976414824,0.7828426502358518
13136,1.535,2.73,favori,favori,0.4311742387678168,0.5688257612321832
13137,1.268,4.43,favori,favori,0.22127262049380603,0.778727379506194
13138,1.629,2.49,challenger,favori,0.2947345630317617,0.7052654369682383
13139,2.02,1.893,challenger,favori,0.32991321158428677,0.6700867884157132
13140,1.585,2.61,favori,favori,0.22235009775484482,0.7776499022451552
13141,1.215,5.26,favori,favori,0.23695663533924594,0.7630433646607541
13142,1.476,2.9,challenger,favori,0.12868360112719512,0.8713163988728049
13143,1.33,3.73,challenger,favori,0.14825640155540853,0.8517435984445915
13144,1.431,3.12,challenger,favori,0.13758053121664104,0.862419468783359
13145,1.578,2.63,challenger,favori,0.18385811011321418,0.8161418898867858
13146,1.426,3.15,challenger,favori,0.31514388547383887,0.6848561145261611
13147,1.295,4.09,challenger,favori,0.20915555510088235,0.7908444448991176
13148,1.082,11.0,favori,challenger,0.5747041558600987,0.42529584413990124
13149,1.546,2.73,favori,favori,0.2412692654142331,0.7587307345857669
13150,1.148,7.1,favori,favori,0.2729827630113745,0.7270172369886255
13151,3.65,1.345,challenger,challenger,0.5473328318304043,0.45266716816959573
13152,1.621,2.51,challenger,favori,0.3214776436929898,0.6785223563070102
13153,1.629,2.49,challenger,favori,0.16120751755546192,0.8387924824445381
13154,1.153,6.83,favori,favori,0.2981872481471677,0.7018127518528323
13155,1.474,2.91,challenger,favori,0.4321704486831388,0.5678295513168612
13156,1.135,7.66,challenger,favori,0.23077370656458018,0.7692262934354198
13157,2.35,1.69,favori,favori,0.4142995561552061,0.5857004438447939
13158,1.415,3.21,favori,challenger,0.5031863474422871,0.496813652557713
13159,1.304,3.99,favori,favori,0.22714764022062184,0.7728523597793782
13160,1.151,6.92,favori,favori,0.18327817967839666,0.8167218203216033
13161,1.167,6.4,favori,favori,0.26174072289841854,0.7382592771015815
13162,2.47,1.6369999999999998,favori,challenger,0.5598298958252845,0.44017010417471547
13163,1.98,1.926,challenger,favori,0.18972726574288146,0.8102727342571185
13164,1.658,2.42,challenger,challenger,0.5945198442695179,0.4054801557304821
13166,1.493,2.83,favori,challenger,0.530951147688651,0.4690488523113489
13167,1.239,4.79,favori,favori,0.27463792233260254,0.7253620776673975
13168,1.595,2.58,favori,favori,0.31031638632922376,0.6896836136707762
13169,1.546,2.73,favori,favori,0.47917790556401496,0.520822094435985
13170,1.4069999999999998,3.26,favori,favori,0.20463487196474928,0.7953651280352507
13171,1.617,2.52,challenger,favori,0.24074658759784318,0.7592534124021568
13172,1.546,2.68,favori,favori,0.43545761909180636,0.5645423809081936
13173,1.556,2.65,challenger,favori,0.185160849161786,0.814839150838214
13174,1.645,2.45,favori,favori,0.3586134491151871,0.6413865508848129
13175,1.45,3.02,favori,challenger,0.5446105659345448,0.4553894340654551
13176,1.84,2.09,favori,favori,0.36627052906894486,0.6337294709310551
13177,1.649,2.44,favori,favori,0.4610578399720848,0.5389421600279152
13178,1.885,2.03,favori,challenger,0.6334800951091749,0.3665199048908251
13179,1.21,5.36,favori,favori,0.38170886142340854,0.6182911385765915
13181,3.63,1.3530000000000002,challenger,favori,0.3555857045474067,0.6444142954525933
13182,1.227,5.0,favori,favori,0.22438366043911517,0.7756163395608848
13183,1.571,2.65,challenger,favori,0.33388115677707153,0.6661188432229285
13184,1.704,2.32,favori,favori,0.243414663303142,0.756585336696858
13185,4.6,1.25,favori,challenger,0.5835593864615949,0.41644061353840506
13186,1.781,2.18,challenger,favori,0.3242168117290951,0.6757831882709049
13187,1.6669999999999998,2.4,challenger,favori,0.2288288048545185,0.7711711951454815
13188,1.069,12.42,challenger,favori,0.1754583973462962,0.8245416026537038
13189,2.81,1.524,challenger,favori,0.4270204604421505,0.5729795395578495
13191,1.055,15.5,favori,favori,0.2034192355679928,0.7965807644320072
13192,1.538,2.74,favori,favori,0.1850461208491596,0.8149538791508404
13193,1.676,2.38,favori,challenger,0.618291862576824,0.381708137423176
13194,1.187,5.84,favori,favori,0.20112705673079023,0.7988729432692098
13195,1.8,2.15,challenger,favori,0.281950207164274,0.718049792835726
13196,1.6130000000000002,2.53,favori,favori,0.20331410765818114,0.7966858923418189
13197,1.074,12.0,favori,favori,0.17348638843819653,0.8265136115618035
13198,1.606,2.55,favori,challenger,0.6751810184642983,0.3248189815357017
13199,1.617,2.52,challenger,favori,0.22106163754329877,0.7789383624567012
13200,1.575,2.64,challenger,favori,0.12471314955424961,0.8752868504457504
13201,1.962,1.943,challenger,favori,0.25311046045811036,0.7468895395418896
13202,1.19,5.75,favori,favori,0.429022090205297,0.570977909794703
13203,1.046,18.0,challenger,challenger,0.5290440883535058,0.4709559116464942
13204,1.405,3.27,favori,favori,0.3817768790417563,0.6182231209582437
13205,2.67,1.556,favori,favori,0.3180409520369729,0.6819590479630271
13206,2.57,1.599,favori,favori,0.23249879109774407,0.7675012089022559
13207,1.485,2.86,challenger,favori,0.10857886928192007,0.8914211307180799
13208,1.211,5.3,favori,favori,0.10657563943532355,0.8934243605646764
13209,1.901,2.01,favori,favori,0.08496708340310866,0.9150329165968913
13210,1.602,2.56,challenger,favori,0.39033999143702625,0.6096600085629738
13211,1.089,10.25,favori,favori,0.4984464241938884,0.5015535758061116
13212,1.4780000000000002,2.89,challenger,challenger,0.5658718439211198,0.4341281560788802
13213,2.89,1.4780000000000002,favori,favori,0.1840176743378833,0.8159823256621167
13214,1.263,4.4,challenger,favori,0.3575308699867985,0.6424691300132015
13215,2.95,1.465,challenger,favori,0.12080194278172518,0.8791980572182748
13216,1.926,1.98,challenger,favori,0.11310703341303152,0.8868929665869685
13217,2.74,1.543,challenger,favori,0.11514475436662852,0.8848552456333715
13218,1.408,3.25,favori,challenger,0.5823760590733191,0.4176239409266808
13219,1.196,5.54,favori,favori,0.2080154516275543,0.7919845483724457
13220,1.293,4.11,favori,challenger,0.5415656430223756,0.4584343569776243
13221,1.8,2.15,challenger,favori,0.4074075613322321,0.5925924386677679
13222,1.169,6.31,favori,favori,0.13185322885863393,0.8681467711413661
13224,1.452,3.01,favori,favori,0.1197051029067614,0.8802948970932386
13225,1.971,1.935,challenger,favori,0.3133538933911426,0.6866461066088574
13226,1.364,3.55,favori,favori,0.162888991154847,0.837111008845153
13227,1.526,2.7,favori,favori,0.42881917665875036,0.5711808233412496
13228,1.26,4.45,favori,favori,0.1162316787074602,0.8837683212925398
13229,1.926,1.98,challenger,favori,0.2487684825553067,0.7512315174446933
13230,1.3769999999999998,3.45,favori,favori,0.05478660593747331,0.9452133940625267
13231,1.376,3.46,favori,favori,0.08693519608388145,0.9130648039161186
13232,1.455,3.0,challenger,favori,0.23356760080165617,0.7664323991983438
13233,1.244,4.7,favori,favori,0.15527890674107447,0.8447210932589255
13234,1.061,14.5,favori,favori,0.3814717607467235,0.6185282392532765
13235,3.37,1.389,challenger,favori,0.22416333174257652,0.7758366682574235
13237,1.909,2.0,favori,favori,0.3277808785561631,0.6722191214438369
13238,1.3219999999999998,3.81,favori,favori,0.0798468548234823,0.9201531451765177
13239,1.435,3.1,favori,favori,0.16805368768841966,0.8319463123115803
13240,1.962,1.943,favori,challenger,0.5482516995124986,0.4517483004875013
13241,1.18,6.05,favori,favori,0.29027824595200635,0.7097217540479936
13242,1.641,2.46,favori,favori,0.20615145475119312,0.7938485452488069
13243,1.917,1.99,favori,favori,0.11300511981553474,0.8869948801844653
13244,1.405,3.27,favori,favori,0.40141073367535707,0.5985892663246429
13245,2.38,1.676,challenger,favori,0.18394947007908202,0.816050529920918
13246,2.63,1.571,challenger,favori,0.1697029614803265,0.8302970385196735
13247,1.418,3.19,favori,favori,0.39989297291044523,0.6001070270895548
13248,1.055,15.25,favori,favori,0.09765718325332973,0.9023428167466703
13249,1.275,4.34,favori,favori,0.15496308799436076,0.8450369120056392
13250,2.47,1.6369999999999998,challenger,favori,0.14992189612458773,0.8500781038754123
13251,1.063,13.75,favori,favori,0.1594494488014957,0.8405505511985043
13252,1.415,3.21,challenger,favori,0.2811689390018719,0.7188310609981281
13253,2.46,1.641,favori,favori,0.07497836517134615,0.9250216348286538
13254,1.3330000000000002,3.7,challenger,favori,0.39289875361881377,0.6071012463811862
13255,1.649,2.44,favori,favori,0.14587354321743173,0.8541264567825683
13256,1.386,3.39,favori,favori,0.15121612555189012,0.8487838744481099
13257,1.345,3.65,challenger,favori,0.2997323490725533,0.7002676509274467
13258,1.61,2.54,challenger,favori,0.1267432656414168,0.8732567343585832
13259,1.493,2.83,favori,favori,0.1271987606275582,0.8728012393724418
13260,1.455,3.0,challenger,favori,0.19053985028201303,0.809460149717987
13261,1.826,2.11,challenger,challenger,0.5166057996556849,0.48339420034431513
13262,1.476,2.97,challenger,favori,0.42085064102032577,0.5791493589796742
13263,1.131,7.9,challenger,favori,0.14525971138995064,0.8547402886100494
13264,1.543,2.69,favori,favori,0.20618486718048723,0.7938151328195128
13265,1.606,2.55,challenger,favori,0.18823950546907864,0.8117604945309214
13266,1.239,4.79,favori,favori,0.4804952659037144,0.5195047340962856
13267,1.84,2.09,challenger,favori,0.06587029794144894,0.9341297020585511
13268,1.457,2.99,favori,favori,0.12612438060973075,0.8738756193902693
13269,1.229,4.96,favori,favori,0.3762547810340543,0.6237452189659457
13270,1.225,5.05,favori,favori,0.23779216423539917,0.7622078357646008
13271,2.59,1.592,challenger,favori,0.1400914759066486,0.8599085240933514
13272,1.735,2.26,favori,favori,0.2188614732026004,0.7811385267973996
13273,1.328,3.75,favori,favori,0.2058909342380406,0.7941090657619594
13274,2.34,1.694,favori,favori,0.20393236554681282,0.7960676344531872
13275,1.127,8.05,favori,favori,0.06403053744234022,0.9359694625576598
13276,1.971,1.935,challenger,favori,0.2823372255745692,0.7176627744254308
13277,1.588,2.6,favori,favori,0.17184817953504994,0.8281518204649501
13278,1.033,24.0,favori,favori,0.41288034814081187,0.5871196518591881
13279,1.588,2.6,challenger,favori,0.15359434229566904,0.846405657704331
13280,2.47,1.6369999999999998,favori,favori,0.15144732914178693,0.8485526708582131
13281,1.043,19.0,favori,favori,0.2761754191325142,0.7238245808674858
13282,1.13,7.7,favori,favori,0.10010055593629219,0.8998994440637078
13283,1.147,7.15,favori,favori,0.1246785732961665,0.8753214267038335
13284,1.415,3.21,favori,favori,0.148887660403752,0.851112339596248
13285,1.763,2.21,challenger,favori,0.17264070462574554,0.8273592953742545
13286,1.252,4.62,favori,favori,0.06662338374448395,0.933376616255516
13287,1.98,1.926,favori,favori,0.18300941485441524,0.8169905851455848
13288,1.526,2.75,favori,favori,0.18219792494840392,0.8178020750515961
13289,2.59,1.585,favori,favori,0.1318178847087189,0.8681821152912811
13290,2.77,1.535,favori,favori,0.1854724396265367,0.8145275603734633
13291,1.833,2.1,favori,favori,0.1631152753778473,0.8368847246221527
13292,1.781,2.18,challenger,favori,0.2786796969019538,0.7213203030980462
13293,1.6669999999999998,2.4,favori,favori,0.21212029715140523,0.7878797028485948
13294,2.9,1.476,favori,favori,0.28035367238536846,0.7196463276146315
13296,1.5619999999999998,2.68,favori,favori,0.14437361013381833,0.8556263898661817
13297,1.481,2.88,favori,favori,0.2806326513051651,0.7193673486948349
13298,2.17,1.787,challenger,favori,0.20631321985801332,0.7936867801419867
13300,2.5,1.625,favori,favori,0.2602976002692964,0.7397023997307036
13302,1.676,2.38,challenger,favori,0.2797117733919702,0.7202882266080298
13303,2.8,1.5,challenger,favori,0.10817087296424654,0.8918291270357535
13304,1.485,2.86,favori,favori,0.24320144490265316,0.7567985550973468
13305,2.33,1.699,favori,favori,0.43619444604658975,0.5638055539534103
13306,1.232,4.91,favori,favori,0.15978899759612974,0.8402110024038703
13307,1.61,2.54,challenger,favori,0.2349135733957487,0.7650864266042513
13308,1.654,2.43,challenger,favori,0.15772469626732843,0.8422753037326716
13309,1.4880000000000002,2.85,challenger,favori,0.3771768172872788,0.6228231827127212
13310,5.05,1.225,challenger,favori,0.20492942117116786,0.7950705788288321
13311,1.5,2.8,challenger,challenger,0.6527834913794431,0.34721650862055686
13312,1.274,4.35,favori,favori,0.4132234892111053,0.5867765107888947
13313,1.6669999999999998,2.4,challenger,favori,0.3797712992805843,0.6202287007194157
13314,1.524,2.78,favori,favori,0.32197001792194957,0.6780299820780504
13315,1.495,2.82,favori,challenger,0.5615609174779347,0.4384390825220653
13316,1.145,7.3,favori,challenger,0.5003126577322968,0.49968734226770317
13317,2.33,1.699,favori,challenger,0.5321291011777262,0.46787089882227384
13318,1.87,2.05,favori,favori,0.40318764460743073,0.5968123553925693
13319,1.719,2.29,favori,favori,0.4917100881515237,0.5082899118484763
13320,1.5,2.8,favori,favori,0.34942577140391884,0.6505742285960812
13321,1.709,2.31,challenger,challenger,0.5003013525604845,0.49969864743951553
13322,1.538,2.76,favori,favori,0.3718483896145083,0.6281516103854917
13323,1.541,2.75,favori,favori,0.3775238716254319,0.6224761283745681
13324,1.3030000000000002,4.0,favori,favori,0.46679885299432333,0.5332011470056767
13325,1.625,2.5,favori,favori,0.17480304976384864,0.8251969502361514
13326,2.5,1.625,challenger,favori,0.44486500011826113,0.5551349998817389
13327,1.565,2.67,challenger,favori,0.40191957595884786,0.5980804240411521
13328,2.22,1.758,favori,favori,0.2783517401822986,0.7216482598177014
13329,1.781,2.18,favori,favori,0.22827722172000042,0.7717227782799996
13330,2.2,1.769,challenger,favori,0.3469712178758009,0.6530287821241991
13331,1.735,2.26,challenger,challenger,0.5851511898619397,0.41484881013806024
13332,2.56,1.602,challenger,challenger,0.571019399837404,0.428980600162596
13333,3.9,1.3130000000000002,challenger,challenger,0.5474463041862452,0.4525536958137549
13334,5.05,1.225,challenger,favori,0.3296738625966681,0.6703261374033319
13335,1.098,9.25,favori,favori,0.265033921953448,0.734966078046552
13336,1.131,7.85,favori,favori,0.12463457463102412,0.8753654253689759
13337,1.375,3.47,favori,challenger,0.6240328180937498,0.37596718190625017
13338,1.143,7.3,favori,favori,0.12047586674502386,0.8795241332549761
13339,1.758,2.22,challenger,favori,0.2922762024877157,0.7077237975122843
13341,1.22,5.14,favori,favori,0.20870389266581024,0.7912961073341898
13342,2.77,1.524,favori,favori,0.18449860964655995,0.81550139035344
13343,1.2990000000000002,4.05,favori,favori,0.4366941701764968,0.5633058298235032
13344,1.485,2.86,favori,favori,0.2368433804301533,0.7631566195698467
13345,1.018,43.5,favori,favori,0.3334501981863722,0.6665498018136278
13346,1.23,4.95,favori,favori,0.3500960976436256,0.6499039023563744
13347,1.5519999999999998,2.71,favori,favori,0.13228513513133655,0.8677148648686634
13348,1.4880000000000002,2.85,favori,challenger,0.5286611377486514,0.4713388622513485
13349,1.87,2.05,favori,favori,0.08812567685960915,0.9118743231403909
13350,1.167,6.4,favori,favori,0.3038815775271927,0.6961184224728073
13351,1.123,8.3,challenger,favori,0.33076046446769647,0.6692395355323035
13352,1.485,2.86,favori,favori,0.3767365498843078,0.6232634501156922
13353,1.149,7.1,favori,favori,0.22116479841774694,0.7788352015822531
13354,1.091,10.0,favori,favori,0.40485550545937987,0.5951444945406201
13355,1.625,2.5,challenger,favori,0.3486671500680706,0.6513328499319294
13356,1.787,2.17,favori,challenger,0.7101048980084019,0.2898951019915981
13357,1.602,2.56,challenger,challenger,0.6184535529793747,0.3815464470206253
13358,1.588,2.6,favori,favori,0.4514842873895233,0.5485157126104767
13359,1.308,3.95,favori,favori,0.33806371872985774,0.6619362812701423
13360,1.224,5.06,challenger,favori,0.41879704823721053,0.5812029517627895
13361,1.074,12.5,favori,favori,0.16126600980698236,0.8387339901930176
13362,2.52,1.617,challenger,favori,0.09073666316908757,0.9092633368309124
13363,2.58,1.595,challenger,favori,0.2506936209808879,0.7493063790191121
13364,1.4169999999999998,3.2,favori,favori,0.4677304426378469,0.5322695573621531
13365,1.331,3.72,favori,favori,0.33373351841356924,0.6662664815864308
13366,2.4,1.6669999999999998,challenger,favori,0.15392278721266817,0.8460772127873318
13367,2.24,1.746,favori,favori,0.15746666078634153,0.8425333392136585
13368,1.3219999999999998,3.81,challenger,favori,0.10957140082613781,0.8904285991738622
13369,2.38,1.676,challenger,favori,0.145055786538153,0.854944213461847
13370,1.408,3.25,favori,favori,0.2851731929857496,0.7148268070142504
13371,1.481,2.88,favori,favori,0.14113622044536756,0.8588637795546324
13372,1.025,34.5,favori,favori,0.37615450343006884,0.6238454965699312
13373,2.12,1.82,challenger,favori,0.25873896597426405,0.741261034025736
13374,1.013,56.0,favori,favori,0.36052125620438324,0.6394787437956168
13375,1.111,8.75,favori,favori,0.32440444293593973,0.6755955570640603
13376,1.6369999999999998,2.47,challenger,favori,0.19758877753860915,0.8024112224613908
13378,1.714,2.3,favori,favori,0.22213571934327314,0.7778642806567269
13379,1.61,2.54,favori,challenger,0.5996695742452701,0.4003304257547299
13380,1.05,17.5,favori,challenger,0.502630472053387,0.49736952794661304
13382,1.246,4.66,favori,favori,0.3113813274566237,0.6886186725433763
13383,1.352,3.64,challenger,favori,0.1659123636645644,0.8340876363354356
13384,2.52,1.617,favori,challenger,0.6030346082870007,0.39696539171299927
13385,1.265,4.47,favori,challenger,0.5428400888327722,0.4571599111672278
13386,1.116,8.85,favori,favori,0.4775186030447516,0.5224813969552484
13387,1.769,2.2,favori,favori,0.23725026377410985,0.7627497362258902
13388,1.685,2.36,challenger,favori,0.34996939537840543,0.6500306046215946
13389,1.25,4.6,favori,favori,0.4199101918277205,0.5800898081722795
13390,1.055,15.75,challenger,challenger,0.510188990578458,0.489811009421542
13391,1.1,9.0,favori,favori,0.46631177420178493,0.5336882257982151
13392,1.273,4.26,favori,challenger,0.5244928713591933,0.4755071286408067
13393,1.204,5.5,favori,challenger,0.5299909141930484,0.47000908580695155
13394,2.68,1.5619999999999998,favori,challenger,0.5604736729028902,0.4395263270971098
13395,1.027,30.5,favori,challenger,0.5880430116748516,0.4119569883251483
13396,1.19,5.75,favori,favori,0.2936157702665806,0.7063842297334194
13397,1.4069999999999998,3.26,favori,favori,0.34819609870613144,0.6518039012938686
13398,1.362,3.56,favori,favori,0.2600812173421253,0.7399187826578747
13399,1.781,2.18,challenger,favori,0.3807432557731626,0.6192567442268374
13400,1.281,4.26,favori,favori,0.3862624428551108,0.6137375571448892
13401,1.147,7.12,favori,challenger,0.5206761435952876,0.4793238564047125
13402,1.394,3.34,challenger,favori,0.2796529870690482,0.7203470129309518
13403,2.0,1.909,challenger,favori,0.3823545987372382,0.6176454012627618
13404,1.216,5.22,favori,challenger,0.5604778373973454,0.4395221626026546
13405,1.324,3.79,favori,favori,0.34228116036369116,0.6577188396363088
13406,1.244,4.7,favori,favori,0.22487383827619367,0.7751261617238063
13407,1.017,48.87,favori,favori,0.4504564400913297,0.5495435599086703
13408,1.575,2.64,favori,favori,0.385684572192431,0.614315427807569
13409,1.0659999999999998,13.25,favori,favori,0.4652522386966227,0.5347477613033773
13410,1.909,2.0,favori,favori,0.2579049272205469,0.7420950727794531
13411,1.123,8.35,favori,favori,0.3745673051123426,0.6254326948876574
13412,1.091,10.0,favori,favori,0.35968866097857477,0.6403113390214252
13413,1.356,3.61,favori,favori,0.40659856601432054,0.5934014339856795
13414,1.35,3.66,challenger,favori,0.41690173126558017,0.5830982687344198
13415,1.314,3.88,favori,favori,0.2700019275551998,0.7299980724448002
13416,3.0,1.455,challenger,favori,0.234200815001391,0.765799184998609
13417,1.295,4.09,favori,favori,0.33154858499734574,0.6684514150026543
13418,1.144,7.25,favori,favori,0.3532710137242473,0.6467289862757527
13419,1.3130000000000002,3.89,challenger,challenger,0.5931839125476264,0.4068160874523737
13420,1.246,4.66,favori,challenger,0.5874112270023232,0.4125887729976768
13421,1.31,3.93,favori,favori,0.3200321691963508,0.6799678308036492
13422,1.217,5.2,challenger,favori,0.4136622158285166,0.5863377841714834
13423,1.524,2.77,challenger,favori,0.2940439623459815,0.7059560376540185
13424,1.362,3.56,favori,favori,0.48267763486824034,0.5173223651317597
13425,1.575,2.64,favori,favori,0.47061685709579637,0.5293831429042036
13426,1.304,3.99,challenger,favori,0.4022793802628587,0.5977206197371413
13427,1.017,46.0,favori,favori,0.37756808980589873,0.6224319101941013
13428,1.962,1.943,favori,challenger,0.5364063121871452,0.46359368781285487
13429,1.365,3.54,favori,favori,0.4870784172600544,0.5129215827399456
13430,1.129,8.05,favori,challenger,0.5153653034758708,0.48463469652412916
13431,1.917,1.99,favori,challenger,0.5171058452525403,0.4828941547474597
13432,1.629,2.49,challenger,favori,0.31340053916084676,0.6865994608391532
13433,1.455,3.0,challenger,favori,0.4389033215013789,0.5610966784986211
13434,1.543,2.74,favori,favori,0.18186976874440464,0.8181302312555954
13435,1.467,2.94,favori,favori,0.47973728194771936,0.5202627180522806
13436,1.183,5.95,favori,favori,0.20026953276681314,0.7997304672331869
13437,2.91,1.474,challenger,favori,0.3509504771424792,0.6490495228575208
13438,3.03,1.4480000000000002,favori,favori,0.13248134461010397,0.867518655389896
13439,1.781,2.18,challenger,favori,0.11385517551852031,0.8861448244814797
13440,1.016,49.4,favori,favori,0.34361804343639857,0.6563819565636014
13441,1.709,2.31,favori,favori,0.38204540313667446,0.6179545968633255
13442,1.196,5.6,favori,favori,0.08770463738275558,0.9122953626172444
13443,1.142,7.35,favori,favori,0.22162013354984966,0.7783798664501503
13444,4.01,1.3019999999999998,challenger,favori,0.2642075295772972,0.7357924704227028
13445,1.2,5.5,favori,favori,0.21310018905986838,0.7868998109401316
13446,1.043,19.5,favori,favori,0.24093076678352876,0.7590692332164712
13447,2.93,1.469,challenger,challenger,0.5896497003879178,0.4103502996120823
13448,1.6130000000000002,2.53,challenger,favori,0.13652027492838104,0.863479725071619
13449,1.129,8.04,favori,favori,0.20944412422997039,0.7905558757700296
13450,2.5,1.625,challenger,favori,0.36116085749895566,0.6388391425010443
13451,2.26,1.704,favori,favori,0.38120488664294017,0.6187951133570598
13452,1.12,8.55,favori,favori,0.35241345261269263,0.6475865473873074
13453,1.131,7.9,favori,favori,0.4404572477781312,0.5595427522218688
13454,1.405,3.27,favori,favori,0.1001799995442042,0.8998200004557958
13455,1.116,8.86,favori,favori,0.14745845053440487,0.8525415494655951
13456,1.152,6.96,favori,favori,0.23602840768611133,0.7639715923138887
13457,2.06,1.862,favori,favori,0.1550110477770884,0.8449889522229116
13459,1.286,4.2,favori,favori,0.1354317402736399,0.8645682597263601
13460,1.73,2.27,favori,favori,0.380008080817108,0.619991919182892
13461,1.621,2.51,favori,favori,0.09671981395004803,0.903280186049952
