,PS_C,PS_F,Vainqueur,Prediction,Proba_Challenger,Proba_Favori
6973,6.4,1.167,challenger,favori,0.16302758930518202,0.836972410694818
6974,3.78,1.325,favori,favori,0.35636312379521595,0.643636876204784
6975,2.68,1.5619999999999998,challenger,favori,0.387514573607896,0.612485426392104
6976,2.16,1.794,favori,favori,0.38653751272345627,0.6134624872765437
6977,3.8,1.3230000000000002,favori,favori,0.327012408196405,0.672987591803595
6978,3.6,1.357,challenger,favori,0.24308495289043375,0.7569150471095663
6979,2.86,1.485,favori,favori,0.37173301408858095,0.628266985911419
6980,2.16,1.794,challenger,favori,0.4609094874588904,0.5390905125411096
6981,2.53,1.6130000000000002,challenger,favori,0.3806931519795794,0.6193068480204206
6982,2.54,1.61,favori,favori,0.42540935958114734,0.5745906404188527
6983,4.5,1.263,favori,favori,0.28095483329904203,0.719045166700958
6984,14.5,1.057,favori,favori,0.11030325727708123,0.8896967427229188
6985,4.45,1.267,favori,favori,0.25617316106829857,0.7438268389317014
6986,2.38,1.676,favori,favori,0.42347552818349954,0.5765244718165005
6987,6.49,1.164,favori,favori,0.1141265582409362,0.8858734417590638
6988,2.2,1.769,favori,challenger,0.5030945840391239,0.4969054159608761
6989,4.5,1.263,favori,favori,0.14325648847801564,0.8567435115219844
6990,8.35,1.123,favori,favori,0.21430710994538615,0.7856928900546138
6991,2.55,1.606,challenger,favori,0.3782792085870482,0.6217207914129518
6992,4.98,1.228,favori,favori,0.2312874653745175,0.7687125346254825
6993,1.962,1.943,challenger,favori,0.48047052438200644,0.5195294756179936
6994,6.55,1.163,favori,favori,0.21997588038069127,0.7800241196193087
6995,3.07,1.4409999999999998,challenger,favori,0.24999340661017877,0.7500065933898212
6996,3.45,1.3769999999999998,challenger,favori,0.3668461771261601,0.6331538228738399
6997,4.35,1.274,favori,favori,0.3613335411299189,0.6386664588700811
6998,1.543,2.74,favori,favori,0.49051236799761133,0.5094876320023887
6999,2.1,1.833,favori,favori,0.2884499075355249,0.7115500924644751
7000,7.68,1.136,favori,favori,0.03977978122974424,0.9602202187702558
7001,4.09,1.295,favori,favori,0.2008871637953179,0.7991128362046821
7002,3.5,1.37,favori,favori,0.2776332596941893,0.7223667403058107
7003,4.06,1.298,favori,favori,0.2496162142677404,0.7503837857322596
7004,2.64,1.575,favori,favori,0.3016095488461432,0.6983904511538568
7005,7.45,1.14,favori,favori,0.20083174468929654,0.7991682553107035
7006,2.26,1.735,challenger,challenger,0.5044050038619294,0.4955949961380706
7007,16.75,1.048,favori,favori,0.12948432372826668,0.8705156762717333
7008,1.319,3.83,challenger,challenger,0.642366949301453,0.35763305069854695
7009,3.36,1.391,favori,favori,0.2331815282536066,0.7668184717463934
7010,3.42,1.382,favori,favori,0.4077387863939631,0.5922612136060369
7011,8.25,1.124,favori,favori,0.20422627783049774,0.7957737221695023
7012,4.69,1.244,favori,favori,0.21064274073868394,0.7893572592613161
7013,4.28,1.279,challenger,favori,0.3061812577336719,0.6938187422663281
7014,11.9,1.072,favori,favori,0.1273688683574712,0.8726311316425288
7015,1.725,2.28,challenger,challenger,0.5169252858883175,0.4830747141116824
7016,3.81,1.3219999999999998,favori,favori,0.1466211837006911,0.8533788162993089
7017,5.2,1.217,favori,favori,0.20722431483046566,0.7927756851695343
7018,11.5,1.077,favori,favori,0.23382683699153273,0.7661731630084673
7019,3.42,1.382,favori,favori,0.19625392932909824,0.8037460706709018
7020,3.12,1.431,favori,favori,0.29114153691141587,0.7088584630885841
7021,2.53,1.6130000000000002,challenger,favori,0.4305004535968765,0.5694995464031235
7022,3.62,1.351,challenger,favori,0.3138259424565235,0.6861740575434765
7023,8.25,1.108,favori,favori,0.21093099987040176,0.7890690001295982
7024,8.36,1.116,challenger,favori,0.18854699614200132,0.8114530038579987
7025,6.62,1.161,favori,favori,0.25285365238832525,0.7471463476116748
7026,7.37,1.141,favori,favori,0.17761744892457676,0.8223825510754232
7027,3.91,1.3119999999999998,favori,favori,0.3169043146586207,0.6830956853413793
7028,8.17,1.127,favori,favori,0.21487828017697352,0.7851217198230265
7029,6.95,1.153,favori,favori,0.31332545751581287,0.6866745424841871
7030,1.901,2.01,favori,challenger,0.5996935541786547,0.40030644582134534
7031,2.97,1.461,favori,favori,0.30356058090875015,0.6964394190912498
7032,2.11,1.826,favori,favori,0.3526372015959026,0.6473627984040974
7033,6.65,1.16,favori,favori,0.29661084777723234,0.7033891522227677
7034,3.2,1.4169999999999998,favori,favori,0.3015240680417397,0.6984759319582603
7035,2.15,1.8,challenger,favori,0.43863919747100055,0.5613608025289994
7036,2.27,1.73,challenger,favori,0.4362182198290442,0.5637817801709558
7037,2.57,1.599,challenger,favori,0.4632537718622234,0.5367462281377766
7038,2.56,1.602,favori,favori,0.394415494573751,0.605584505426249
7039,2.56,1.602,challenger,favori,0.4975771646056706,0.5024228353943294
7040,1.457,2.99,challenger,challenger,0.7017259746322548,0.2982740253677451
7041,2.34,1.694,challenger,favori,0.495902265200693,0.504097734799307
7042,3.03,1.4480000000000002,favori,favori,0.42443652142514277,0.5755634785748572
7043,2.45,1.645,favori,challenger,0.5737694101335389,0.4262305898664612
7044,3.54,1.365,challenger,favori,0.3330514166139844,0.6669485833860156
7045,2.26,1.735,challenger,favori,0.25806963854177634,0.7419303614582237
7046,1.719,2.29,challenger,favori,0.48994419385336707,0.5100558061466329
7047,1.469,2.93,challenger,favori,0.4240462812342115,0.5759537187657885
7048,3.27,1.405,favori,favori,0.35318158550822454,0.6468184144917755
7049,2.34,1.694,favori,challenger,0.5244615877494196,0.4755384122505804
7050,1.7519999999999998,2.23,favori,challenger,0.5117813075875591,0.48821869241244087
7051,1.69,2.35,challenger,favori,0.36624974999216753,0.6337502500078325
7052,2.64,1.575,favori,favori,0.39191390606886833,0.6080860939311317
7053,1.625,2.5,favori,challenger,0.6720190671429542,0.3279809328570457
7054,3.7,1.3330000000000002,favori,favori,0.22606188892909151,0.7739381110709085
7055,2.33,1.699,challenger,favori,0.2902673625338088,0.7097326374661912
7056,3.3,1.4,challenger,favori,0.26445375968397256,0.7355462403160274
7057,6.0,1.182,favori,favori,0.25998683231270503,0.740013167687295
7058,2.9,1.476,favori,favori,0.23058370016567475,0.7694162998343252
7059,3.6,1.357,favori,favori,0.21885434079145094,0.7811456592085491
7060,1.99,1.917,challenger,favori,0.44931398467848493,0.5506860153215151
7061,3.65,1.351,challenger,favori,0.34619606511518597,0.653803934884814
7062,1.6369999999999998,2.47,challenger,favori,0.4353995493866639,0.5646004506133361
7063,2.63,1.578,favori,favori,0.37122779120092975,0.6287722087990703
7064,6.19,1.176,favori,favori,0.1799042261617233,0.8200957738382767
7065,3.0,1.455,challenger,favori,0.310533750814024,0.689466249185976
7066,5.0,1.227,favori,challenger,0.5481992430766761,0.4518007569233239
7067,3.53,1.366,favori,favori,0.37737594936507723,0.6226240506349228
7068,2.55,1.606,challenger,favori,0.4492239672051348,0.5507760327948652
7069,5.57,1.197,favori,favori,0.11642517979536493,0.8835748202046351
7070,2.86,1.485,favori,favori,0.4749780990608913,0.5250219009391087
7071,1.714,2.3,challenger,favori,0.46827115200864744,0.5317288479913526
7072,3.35,1.392,favori,favori,0.3648726160550735,0.6351273839449265
7073,5.18,1.218,favori,favori,0.1683445900889846,0.8316554099110154
7074,4.55,1.26,challenger,favori,0.10200429802177613,0.8979957019782239
7075,3.09,1.4369999999999998,favori,favori,0.18608042605454933,0.8139195739454507
7076,2.07,1.855,challenger,favori,0.4164444434378901,0.5835555565621099
7077,76.0,1.01,favori,favori,0.019635511901456848,0.9803644880985432
7078,3.04,1.446,favori,favori,0.2914952146071651,0.7085047853928349
7079,3.56,1.362,favori,favori,0.28487985237886415,0.7151201476211358
7080,1.735,2.26,challenger,favori,0.24480981898421272,0.7551901810157873
7081,4.02,1.301,favori,favori,0.2464303222295393,0.7535696777704607
7082,4.32,1.276,favori,favori,0.33328344596928305,0.666716554030717
7083,1.98,1.926,favori,challenger,0.5921455098892487,0.4078544901107512
7084,2.12,1.82,challenger,favori,0.3315544307464181,0.6684455692535819
7085,36.0,1.018,favori,favori,0.03711907022303684,0.9628809297769632
7086,2.78,1.524,favori,favori,0.34399164858199605,0.656008351418004
7087,2.67,1.565,challenger,favori,0.37787270770454007,0.6221272922954599
7088,4.85,1.235,favori,favori,0.2079503663069554,0.7920496336930446
7089,1.25,4.6,favori,challenger,0.5242085366219478,0.4757914633780522
7090,3.28,1.403,challenger,favori,0.29217126003079186,0.7078287399692081
7091,57.0,1.013,favori,favori,0.008381400861898869,0.9916185991381011
7092,5.65,1.194,favori,favori,0.14966545627859673,0.8503345437214033
7093,2.81,1.51,favori,favori,0.28042082781881306,0.7195791721811869
7094,2.89,1.4780000000000002,challenger,favori,0.3287979640132238,0.6712020359867762
7095,1.775,2.19,challenger,favori,0.44663742878791435,0.5533625712120857
7096,1.833,2.1,favori,favori,0.4208040838346845,0.5791959161653155
7097,1.735,2.26,favori,challenger,0.503501792909304,0.49649820709069603
7098,10.7,1.085,favori,favori,0.1787994582938548,0.8212005417061452
7099,2.6,1.588,challenger,favori,0.3731472527867038,0.6268527472132962
7100,2.9,1.476,challenger,favori,0.3461140478774193,0.6538859521225807
7101,2.85,1.4980000000000002,favori,favori,0.4449408389761337,0.5550591610238663
7102,15.0,1.056,favori,favori,0.04872872592228705,0.951271274077713
7103,2.5,1.625,favori,favori,0.3947370508843484,0.6052629491156516
7104,1.709,2.31,favori,favori,0.38648293374294174,0.6135170662570583
7105,15.74,1.051,favori,favori,0.08824234396591024,0.9117576560340898
7106,3.43,1.38,favori,favori,0.40701832290169526,0.5929816770983047
7107,6.9,1.154,favori,favori,0.208332795036843,0.791667204963157
7108,4.12,1.2919999999999998,favori,favori,0.19866075805320882,0.8013392419467912
7109,3.44,1.379,favori,favori,0.27856266281493447,0.7214373371850655
7110,5.5,1.2,favori,favori,0.21793725318586454,0.7820627468141355
7111,2.95,1.465,favori,favori,0.20957429679745743,0.7904257032025426
7112,2.88,1.481,favori,favori,0.46197379413382567,0.5380262058661743
7113,4.2,1.286,favori,favori,0.32743658387147667,0.6725634161285233
7114,8.35,1.123,favori,favori,0.31428005399695325,0.6857199460030468
7115,9.25,1.098,favori,favori,0.15047753866039115,0.8495224613396088
7116,1.813,2.13,challenger,favori,0.48900365174412574,0.5109963482558743
7117,1.308,3.95,challenger,favori,0.3971927866588174,0.6028072133411826
7118,1.73,2.27,challenger,favori,0.4053113230995673,0.5946886769004327
7119,11.0,1.08,favori,favori,0.16239993091030558,0.8376000690896944
7120,1.909,2.0,favori,challenger,0.5428605090018136,0.4571394909981864
7121,15.0,1.056,favori,favori,0.4038469589540926,0.5961530410459074
7122,2.49,1.629,favori,favori,0.31241316269713015,0.6875868373028698
7123,1.541,2.75,favori,challenger,0.6914307095831158,0.3085692904168842
7124,3.76,1.327,favori,favori,0.2785598905991923,0.7214401094008077
7125,2.97,1.461,favori,favori,0.4453469731912001,0.5546530268087999
7126,4.45,1.267,favori,favori,0.39553733968866045,0.6044626603113396
7127,5.0,1.227,challenger,favori,0.27309209514214083,0.7269079048578592
7128,5.5,1.2,favori,favori,0.30167260467114665,0.6983273953288534
7129,1.51,2.81,challenger,challenger,0.5559061131170178,0.4440938868829823
7130,1.126,8.15,challenger,favori,0.39560905132276136,0.6043909486772386
7131,6.0,1.182,challenger,favori,0.34893175167334234,0.6510682483266577
7132,21.0,1.04,favori,favori,0.04274585818537602,0.957254141814624
7133,7.3,1.143,favori,favori,0.2940195258242825,0.7059804741757175
7134,4.41,1.27,favori,favori,0.31437694876630284,0.6856230512336972
7135,2.6,1.588,challenger,favori,0.2446688485759757,0.7553311514240243
7136,7.98,1.13,favori,favori,0.18953465174814033,0.8104653482518597
7137,8.75,1.111,favori,favori,0.12219245992519634,0.8778075400748037
7138,1.935,1.971,challenger,challenger,0.5319716714239757,0.4680283285760243
7139,6.1,1.179,favori,favori,0.22555144592655063,0.7744485540734494
7140,7.71,1.135,favori,favori,0.25444321737958264,0.7455567826204174
7141,3.65,1.351,favori,favori,0.27957174639370086,0.7204282536062991
7142,2.38,1.676,favori,favori,0.31883117248823645,0.6811688275117636
7143,5.0,1.227,challenger,favori,0.02907167415024403,0.970928325849756
7144,2.81,1.51,favori,favori,0.2901504878227854,0.7098495121772146
7145,3.4,1.385,favori,favori,0.30457417994398295,0.695425820056017
7146,8.35,1.123,challenger,favori,0.2558991386621232,0.7441008613378768
7147,2.5,1.625,favori,favori,0.4503234032751865,0.5496765967248135
7148,2.44,1.649,challenger,favori,0.3478026137952108,0.6521973862047892
7149,1.694,2.34,challenger,favori,0.38052781678235714,0.6194721832176429
7150,10.1,1.09,favori,favori,0.14885133651684157,0.8511486634831584
7151,3.45,1.3769999999999998,favori,favori,0.24070550641561117,0.7592944935843888
7152,3.8,1.3230000000000002,favori,favori,0.19284961915902288,0.8071503808409771
7153,2.53,1.6130000000000002,favori,favori,0.344760121956008,0.655239878043992
7154,4.55,1.26,favori,favori,0.18592601846760093,0.8140739815323991
7155,1.671,2.39,favori,challenger,0.5002377978268768,0.4997622021731232
7156,2.25,1.741,favori,challenger,0.5664722927289565,0.43352770727104356
7157,1.588,2.6,challenger,favori,0.4489230005615058,0.5510769994384942
7158,3.01,1.452,favori,favori,0.2820431486993301,0.7179568513006699
7159,7.3,1.143,favori,favori,0.24608086881784896,0.753919131182151
7160,10.45,1.087,favori,favori,0.1465632116080675,0.8534367883919325
7161,2.76,1.538,challenger,favori,0.2243310798925522,0.7756689201074478
7162,12.25,1.07,favori,favori,0.10225419438230288,0.8977458056176971
7163,2.94,1.467,challenger,favori,0.36749178655635895,0.632508213443641
7164,4.7,1.244,favori,favori,0.15114475687708673,0.8488552431229133
7165,4.34,1.275,favori,favori,0.22956414454237828,0.7704358554576217
7166,3.45,1.3769999999999998,favori,favori,0.30684497593648297,0.693155024063517
7167,3.27,1.405,challenger,favori,0.2437645805159433,0.7562354194840567
7168,2.32,1.704,challenger,favori,0.49743024800345537,0.5025697519965446
7169,4.03,1.3,favori,favori,0.37396058576258384,0.6260394142374162
7170,7.15,1.148,favori,favori,0.2828237049898954,0.7171762950101046
7171,2.39,1.671,favori,favori,0.46882908670412127,0.5311709132958787
7172,4.75,1.241,favori,favori,0.3008132598867769,0.6991867401132231
7173,2.25,1.741,favori,favori,0.4879315677575192,0.5120684322424808
7174,2.8,1.518,favori,favori,0.3117840157804176,0.6882159842195824
7175,1.51,2.81,challenger,favori,0.2575847376818442,0.7424152623181558
7176,1.662,2.41,challenger,favori,0.34100523201472477,0.6589947679852752
7177,2.43,1.654,challenger,favori,0.2993164383144379,0.7006835616855621
7178,4.6,1.25,favori,favori,0.2561354832964222,0.7438645167035778
7179,2.38,1.676,favori,favori,0.19684579248833545,0.8031542075116646
7180,2.25,1.746,favori,favori,0.27382156712761696,0.726178432872383
7181,4.5,1.263,favori,favori,0.29173233983838653,0.7082676601616135
7182,7.46,1.14,favori,favori,0.33173919563834386,0.6682608043616561
7183,3.6,1.357,challenger,favori,0.4291198190164375,0.5708801809835625
7184,5.5,1.2,favori,favori,0.2969082832846537,0.7030917167153463
7185,2.05,1.87,favori,favori,0.4122454010782245,0.5877545989217755
7186,2.6,1.588,favori,challenger,0.5415755260943553,0.4584244739056447
7187,3.44,1.379,favori,favori,0.26091111642425224,0.7390888835757478
7188,1.524,2.78,favori,challenger,0.5937104234307231,0.40628957656927694
7189,2.1,1.833,challenger,challenger,0.6483235396833709,0.35167646031662914
7190,4.6,1.25,favori,favori,0.4453272186796575,0.5546727813203425
7191,3.15,1.426,favori,favori,0.4161883319996065,0.5838116680003935
7192,1.6669999999999998,2.4,favori,favori,0.4800285919762497,0.5199714080237503
7193,8.41,1.12,favori,favori,0.2386950395623323,0.7613049604376677
7194,2.07,1.855,challenger,favori,0.4759659042258484,0.5240340957741516
7195,39.03,1.019,favori,favori,0.052132613092661484,0.9478673869073385
7196,1.69,2.35,challenger,challenger,0.5684994462364306,0.4315005537635694
7197,7.25,1.146,favori,favori,0.23709856070976154,0.7629014392902385
7198,2.6,1.588,favori,favori,0.3510027598107601,0.6489972401892399
7199,5.0,1.227,favori,favori,0.22760490659444343,0.7723950934055566
7200,1.5,2.85,challenger,challenger,0.5901411053068757,0.4098588946931243
7201,1.481,2.88,challenger,challenger,0.606902999711868,0.393097000288132
7202,2.6,1.588,challenger,favori,0.39757083073196764,0.6024291692680324
7203,2.23,1.7519999999999998,favori,challenger,0.5519741863272694,0.4480258136727307
7204,1.375,3.47,challenger,challenger,0.6222958566899617,0.3777041433100383
7205,1.7519999999999998,2.23,challenger,favori,0.48223278878967724,0.5177672112103228
7206,7.55,1.138,favori,favori,0.13825101660641337,0.8617489833935866
7207,2.78,1.524,challenger,favori,0.20797139081614324,0.7920286091838568
7208,1.42,3.18,challenger,challenger,0.5919562704903232,0.4080437295096768
7209,1.735,2.26,favori,challenger,0.5235265181446448,0.4764734818553552
7210,3.4,1.385,challenger,favori,0.3835978488893571,0.6164021511106429
7211,4.33,1.275,challenger,favori,0.21033783789943827,0.7896621621005617
7212,2.39,1.671,favori,favori,0.3457643931719143,0.6542356068280857
7213,2.51,1.621,challenger,favori,0.28712375710485516,0.7128762428951448
7214,3.92,1.311,favori,favori,0.2406296308918896,0.7593703691081104
7215,2.53,1.6130000000000002,favori,favori,0.4495029243223947,0.5504970756776053
7216,13.75,1.063,favori,favori,0.08983817111390402,0.910161828886096
7217,5.5,1.2,favori,favori,0.24486078611407003,0.75513921388593
7218,2.5,1.625,favori,favori,0.457614787858279,0.542385212141721
7219,1.84,2.09,favori,challenger,0.5185616156651148,0.48143838433488517
7220,1.474,2.91,challenger,challenger,0.6485033253712289,0.3514966746287711
7221,3.86,1.3159999999999998,challenger,favori,0.3577201869060249,0.6422798130939751
7222,2.35,1.69,challenger,favori,0.3715443761075158,0.6284556238924842
7223,1.463,2.96,favori,favori,0.43734609193031726,0.5626539080696827
7224,21.0,1.04,favori,favori,0.07353090142557017,0.9264690985744298
7225,3.46,1.376,challenger,favori,0.2638525406599562,0.7361474593400438
7226,1.855,2.07,favori,favori,0.4393744372213809,0.5606255627786191
7227,7.17,1.148,favori,favori,0.15819508427303253,0.8418049157269675
7228,1.621,2.51,favori,favori,0.4671917120888104,0.5328082879111896
7229,13.0,1.067,favori,favori,0.16915068466589356,0.8308493153341064
7230,8.0,1.13,favori,favori,0.2142268122812041,0.7857731877187959
7231,2.7,1.556,favori,favori,0.4285717921331663,0.5714282078668337
7232,2.16,1.794,challenger,challenger,0.5331653635011206,0.4668346364988793
7233,1.385,3.4,challenger,challenger,0.5821124883150165,0.4178875116849835
7234,2.64,1.575,favori,favori,0.2706235463822221,0.7293764536177779
7235,4.5,1.263,challenger,favori,0.4497642398080439,0.5502357601919561
7236,2.95,1.465,favori,favori,0.4023343067029669,0.5976656932970331
7237,1.556,2.7,favori,favori,0.4816468009441742,0.5183531990558258
7238,4.19,1.287,challenger,favori,0.1733124978122118,0.8266875021877882
7239,1.971,1.935,favori,favori,0.3842871434404437,0.6157128565595563
7240,3.43,1.38,favori,favori,0.3072511366182161,0.6927488633817839
7241,3.7,1.3330000000000002,favori,favori,0.4207903896226147,0.5792096103773853
7242,2.4,1.6669999999999998,favori,challenger,0.681169077421834,0.3188309225781661
7243,1.735,2.26,challenger,favori,0.49477736909840986,0.5052226309015901
7244,2.38,1.676,favori,favori,0.23773111971206395,0.762268880287936
7245,1.909,2.0,favori,challenger,0.5014476965020459,0.4985523034979541
7246,6.09,1.179,favori,challenger,0.5062057225977102,0.49379427740228976
7247,1.82,2.12,favori,challenger,0.5980578128108933,0.4019421871891066
7248,3.87,1.315,favori,favori,0.4183350091116247,0.5816649908883753
7249,61.0,1.012,favori,favori,0.01693991935843686,0.9830600806415631
7250,2.41,1.662,favori,favori,0.4799721414428939,0.5200278585571061
7251,2.9,1.476,challenger,favori,0.3747528389889019,0.6252471610110981
7252,5.59,1.196,favori,favori,0.2936624184568566,0.7063375815431434
7253,2.37,1.68,challenger,challenger,0.5127751170453905,0.4872248829546096
7254,2.0,1.909,favori,favori,0.43504808920515037,0.5649519107948496
7255,7.85,1.132,favori,favori,0.19308557708602536,0.8069144229139746
7256,2.67,1.565,favori,favori,0.3279626942886654,0.6720373057113346
7257,4.81,1.238,challenger,favori,0.18517572986337905,0.814824270136621
7258,8.0,1.13,favori,favori,0.26419266167071986,0.7358073383292801
7259,3.6,1.357,favori,favori,0.2777085103743627,0.7222914896256373
7260,1.787,2.17,favori,favori,0.4648532942591098,0.5351467057408902
7261,1.935,1.971,challenger,favori,0.4664263345653926,0.5335736654346074
7262,5.15,1.22,favori,favori,0.42356594159098715,0.5764340584090129
7263,2.58,1.595,challenger,favori,0.4352111695931067,0.5647888304068933
7264,2.39,1.671,favori,challenger,0.5162153840269024,0.48378461597309763
7265,1.455,3.0,favori,challenger,0.518175787993302,0.48182421200669806
7266,1.314,3.88,challenger,challenger,0.6402317011589969,0.3597682988410032
7267,1.629,2.49,challenger,favori,0.49745481673912406,0.5025451832608759
7268,1.352,3.64,challenger,favori,0.48170840917849567,0.5182915908215043
7269,9.41,1.096,favori,favori,0.09056124469573379,0.9094387553042662
7270,3.75,1.328,favori,favori,0.43059348346577375,0.5694065165342262
7271,8.36,1.116,favori,favori,0.20439866164296216,0.7956013383570378
7272,7.01,1.151,favori,favori,0.3170293701269735,0.6829706298730265
7273,11.0,1.08,favori,favori,0.12414178635039252,0.8758582136496075
7274,1.248,4.64,challenger,challenger,0.5109390712714065,0.4890609287285935
7275,2.51,1.621,favori,favori,0.36622492961256814,0.6337750703874319
7276,2.42,1.658,favori,favori,0.40362685240012064,0.5963731475998794
7277,2.64,1.575,challenger,favori,0.4290213841886519,0.5709786158113481
7278,2.21,1.763,favori,favori,0.2502476954188483,0.7497523045811517
7279,66.0,1.011,favori,favori,0.03125216897016547,0.9687478310298345
7280,4.6,1.25,favori,favori,0.20513909836816357,0.7948609016318364
7281,2.35,1.69,favori,favori,0.38740429874919846,0.6125957012508015
7282,3.55,1.364,favori,favori,0.27255945546865956,0.7274405445313404
7283,4.17,1.288,favori,favori,0.3505926595218314,0.6494073404781686
7284,3.2,1.4169999999999998,challenger,favori,0.1611155841035815,0.8388844158964185
7285,1.98,1.926,favori,favori,0.40910142343229616,0.5908985765677038
7286,5.76,1.19,favori,favori,0.14895578334749893,0.8510442166525011
7287,3.96,1.307,favori,favori,0.34015893968113264,0.6598410603188674
7288,8.29,1.124,favori,favori,0.13400147543188956,0.8659985245681104
7289,3.77,1.3259999999999998,favori,favori,0.3452806379009714,0.6547193620990286
7290,1.617,2.52,challenger,favori,0.4747316949783864,0.5252683050216136
7291,2.51,1.621,favori,favori,0.22408777021381432,0.7759122297861857
7292,1.388,3.38,challenger,favori,0.4950023054397432,0.5049976945602568
7293,3.12,1.431,favori,favori,0.3649902154569554,0.6350097845430446
7294,2.79,1.515,favori,favori,0.2794476082564661,0.7205523917435339
7295,1.68,2.37,favori,challenger,0.5593139496249284,0.4406860503750715
7296,1.926,1.98,favori,challenger,0.5120103216924112,0.4879896783075887
7297,1.4780000000000002,2.89,challenger,challenger,0.585403235523065,0.4145967644769351
7298,2.48,1.633,challenger,favori,0.4929521528329456,0.5070478471670544
7299,1.714,2.3,challenger,favori,0.49383824605824467,0.5061617539417553
7300,46.7,1.015,favori,favori,0.08960065609641832,0.9103993439035817
7301,2.72,1.5490000000000002,challenger,favori,0.36493600315701935,0.6350639968429806
7302,3.07,1.4409999999999998,favori,favori,0.14436898006132104,0.855631019938679
7303,2.75,1.541,favori,favori,0.43851006403435544,0.5614899359656446
7304,2.6,1.588,challenger,challenger,0.5086377866533678,0.49136221334663227
7305,33.5,1.022,favori,favori,0.06850518937533023,0.9314948106246698
7306,1.833,2.1,favori,favori,0.348533861016015,0.651466138983985
7307,2.35,1.69,favori,favori,0.3760421776738726,0.6239578223261274
7308,3.54,1.365,favori,favori,0.29503868819490076,0.7049613118050992
7309,4.39,1.271,favori,favori,0.3719349283609471,0.6280650716390529
7310,16.0,1.05,favori,favori,0.18250381764480972,0.8174961823551903
7311,2.78,1.524,favori,favori,0.3403359817841861,0.6596640182158139
7312,2.04,1.877,challenger,favori,0.42745778228659914,0.5725422177134009
7313,2.6,1.588,favori,favori,0.24238747259557347,0.7576125274044265
7314,1.952,1.952,challenger,favori,0.3459768295710013,0.6540231704289987
7315,2.21,1.763,favori,favori,0.4303767161782679,0.5696232838217321
7316,2.81,1.51,favori,favori,0.42205512835273407,0.5779448716472659
7317,3.85,1.317,favori,favori,0.4154195249867749,0.5845804750132251
7318,4.03,1.3,challenger,favori,0.23120408772439394,0.7687959122756061
7319,7.55,1.138,favori,favori,0.17887306933857894,0.8211269306614211
7320,10.5,1.087,favori,favori,0.13775565703425308,0.8622443429657469
7321,1.541,2.75,challenger,favori,0.46683290273086153,0.5331670972691385
7322,1.662,2.41,challenger,favori,0.4107458401758214,0.5892541598241786
7323,1.719,2.29,favori,challenger,0.561326502487015,0.438673497512985
7324,2.9,1.476,favori,favori,0.30719457880078727,0.6928054211992127
7325,3.44,1.379,favori,favori,0.41198007478700216,0.5880199252129978
7326,2.7,1.556,favori,favori,0.37291507302099625,0.6270849269790038
7327,2.54,1.61,favori,challenger,0.5023649636805054,0.49763503631949463
7328,3.03,1.4480000000000002,favori,favori,0.3760031377611568,0.6239968622388432
7329,2.51,1.621,favori,favori,0.4803190990818367,0.5196809009181633
7330,5.11,1.222,challenger,favori,0.14841561423584615,0.8515843857641539
7331,1.556,2.7,favori,favori,0.43865182899764554,0.5613481710023545
7332,3.7,1.3330000000000002,favori,favori,0.26411197230341465,0.7358880276965853
7333,3.47,1.375,favori,favori,0.3835334786801281,0.6164665213198719
7334,3.65,1.351,favori,favori,0.32485362009692653,0.6751463799030735
7335,4.45,1.263,challenger,favori,0.19762403685664076,0.8023759631433592
7336,3.39,1.386,favori,favori,0.411077005871163,0.588922994128837
7337,3.98,1.305,challenger,favori,0.2389237717377477,0.7610762282622523
7338,3.23,1.412,favori,favori,0.25230057195083533,0.7476994280491647
7339,2.88,1.481,favori,favori,0.20416318258159882,0.7958368174184012
7340,3.7,1.3330000000000002,challenger,favori,0.320594698064288,0.679405301935712
7341,4.64,1.248,favori,favori,0.19203978746744255,0.8079602125325575
7342,2.05,1.87,favori,favori,0.2673409308704078,0.7326590691295922
7343,3.4,1.385,challenger,favori,0.30028688082642097,0.699713119173579
7344,3.38,1.388,favori,favori,0.31353151467571516,0.6864684853242848
7345,3.7,1.3330000000000002,favori,favori,0.2378288023390024,0.7621711976609976
7346,4.15,1.29,favori,favori,0.21617977132658883,0.7838202286734112
7347,2.72,1.5490000000000002,favori,favori,0.433120954810446,0.566879045189554
7348,2.46,1.641,favori,favori,0.4952464470145759,0.5047535529854241
7349,5.1,1.222,challenger,favori,0.2846644827878446,0.7153355172121554
7350,1.595,2.58,favori,favori,0.46326942645355007,0.5367305735464499
7351,3.89,1.3130000000000002,favori,favori,0.39500048912728036,0.6049995108727196
7352,2.36,1.685,challenger,favori,0.2865593934173787,0.7134406065826213
7353,9.21,1.098,favori,favori,0.13392290467680612,0.8660770953231939
7354,1.719,2.29,favori,favori,0.4739132700851859,0.5260867299148141
7355,1.775,2.19,challenger,favori,0.4910536881557137,0.5089463118442863
7356,6.02,1.181,favori,favori,0.0744703619648669,0.9255296380351331
7357,3.85,1.317,challenger,favori,0.3636316855897386,0.6363683144102614
7358,10.0,1.091,favori,favori,0.10078115328060144,0.8992188467193986
7359,2.71,1.5519999999999998,favori,favori,0.2884067070127283,0.7115932929872717
7360,1.472,2.92,favori,challenger,0.849571310795476,0.15042868920452399
7361,5.64,1.195,favori,favori,0.19710933797294317,0.8028906620270568
